Gene_Family,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_023_MCAV_S31
RXN-16558: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-16602: (expasy) Dolichyl-phosphate beta-D-mannosyltransferase [2.4.1.83],23.284,0,0,0,0,0
RXN-16614: (expasy) Trans-2-decenoyl-[acyl-carrier-protein] isomerase [5.3.3.14],0,89.7719,0,0,0,0
RXN-16615: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,293.217,0,109.576,57.544,0
RXN-16616: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],25.7479,345.047,33.4392,0,0,46.2651
RXN-16619: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],0,200.212,0,0,0,0
RXN-16620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,155.904,0,0,0,0
RXN-16621: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,293.217,0,109.576,57.544,0
RXN-16622: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],25.7479,345.047,33.4392,0,0,46.2651
RXN-16623: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],0,200.212,0,0,0,0
RXN-16624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,155.904,0,0,0,0
RXN-16625: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,293.217,0,109.576,57.544,0
RXN-16626: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],25.7479,345.047,33.4392,0,0,46.2651
RXN-16627: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],0,200.212,0,0,0,0
RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,155.904,0,0,0,0
RXN-16629: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,293.217,0,109.576,57.544,0
RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],25.7479,345.047,33.4392,0,0,46.2651
RXN-16631: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],0,200.212,0,0,0,0
RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,155.904,0,0,0,0
RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29],0,98.3428,0,60.6723,0,0
RXN-16647: (expasy) Monoglucosyldiacylglycerol epimerase [5.1.3.34],0,0,0,0,0,0
RXN-16649: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,49.1085,0,0,0,0
RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129],0,84.2934,0,0,0,0
RXN-16653: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-16654: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-16655: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-16656: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-16659: (metacyc) peptidoglycan transpeptidase (Gram-negative bacteria) [3.4.16.4],0,49.1085,0,0,0,0
RXN-16664: (expasy) Muramoyltetrapeptide carboxypeptidase [3.4.17.13],0,0,0,0,0,0
RXN-16701: (expasy) 2-oxoglutarate reductase [1.1.1.399],0,0,0,0,0,0
RXN-16750: (expasy) 3-deoxy-D-manno-octulosonic acid kinase [2.7.1.166],0,0,0,0,0,0
RXN-16759: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7],60.7139,105.03,48.0511,236.695,0,0
RXN-16788: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13],31.2088,67.603,0,0,0,0
RXN-16937: (expasy) Flavin prenyltransferase [2.5.1.129],0,88.051,0,0,0,0
RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28],0,101.342,0,0,0,0
RXN-16949: (expasy) 3-hydroxybenzoate 6-monooxygenase [1.14.13.24],0,0,0,0,0,0
RXN-16950: (expasy) 3-hydroxybenzoate 6-monooxygenase [1.14.13.24],0,0,0,0,0,0
RXN-16953: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0
RXN-16954: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0
RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17012: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17013: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17014: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17015: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17016: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,90.0958,0,0,0,0
RXN-17017: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,90.0958,0,0,0,0
RXN-17018: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,90.0958,0,0,0,0
RXN-17019: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17020: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17021: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17022: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17023: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17024: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17082: (expasy) UDP-N-acetylbacillosamine transaminase [2.6.1.34],0,13.1538,0,0,0,0
RXN-17097: (expasy) 6-deoxy-6-sulfo-D-gluconate dehydratase [4.2.1.162],0,0,0,0,0,0
RXN-17099: (expasy) Penicillin amidase [3.5.1.11],0,0,0,0,0,0
RXN-17110: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-17112: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,0,0,0
RXN-17114: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-17116: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-17128: (expasy) Hydroxysqualene dehydroxylase [1.17.8.1],0,0,0,0,0,0
RXN-17129: (expasy) Hydroxysqualene synthase [4.2.3.156],0,0,0,0,0,0
RXN-17150: (expasy) Arylformamidase [3.5.1.9],0,0,0,0,0,0
"RXN-17339: (expasy) Biphenyl 2,3-dioxygenase [1.14.12.18]",0,0,0,0,0,0
"RXN-17340: (expasy) Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [1.3.1.56]",0,0,0,0,0,0
"RXN-17341: (expasy) Biphenyl 2,3-dioxygenase [1.14.12.18]",0,0,0,0,0,0
"RXN-17342: (expasy) Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [1.3.1.56]",0,0,0,0,0,0
"RXN-17343: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",0,0,0,0,0,0
"RXN-17344: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",0,0,0,0,0,0
RXN-17352: (expasy) Peroxidase [1.11.1.7],0,0,0,0,0,0
RXN-17357: (expasy) Aerobic carbon monoxide dehydrogenase [1.2.5.3],0,74.447,0,0,0,0
RXN-17362: (expasy) Signal peptidase II [3.4.23.36],0,123.264,78.3565,182.158,177.79,0
RXN-17421: NO_NAME,0,0,0,0,0,0
RXN-17425: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,0,0,0,0
RXN-17428: (expasy) Geranylgeranyl diphosphate reductase [1.3.1.83],0,0,0,0,0,0
RXN-17475: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-17485: (expasy) Ferredoxin:protochlorophyllide reductase (ATP-dependent) [1.3.7.7],0,7.46734,0,0,0,0
"RXN-17523: (expasy) Heme oxygenase (biliverdin-producing, ferredoxin) [1.14.15.20]",0,0,0,0,0,0
RXN-17525: (expasy) D-2-hydroxyacid dehydrogenase (NADP(+)) [1.1.1.272],0,0,0,0,0,0
RXN-17589: (expasy) Soluble epoxide hydrolase [3.3.2.10],0,0,0,0,0,0
RXN-17607: (expasy) Nitrilase [3.5.5.1],0,0,0,0,0,0
RXN-17608: (expasy) Amidase [3.5.1.4],0,13.0919,0,0,0,0
RXN-17609: (expasy) Nitrile hydratase [4.2.1.84],0,13.8617,0,0,0,0
RXN-17617: (expasy) Soluble epoxide hydrolase [3.3.2.10],0,0,0,0,0,0
RXN-17627: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,0
RXN-17645: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,0,0,0
RXN-17678: (expasy) Dihydroflavanol 4-reductase [1.1.1.219],19.9136,14.4259,54.4472,45.287,71.0217,0
RXN-17729: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-17735: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,0
RXN-17736: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,0
RXN-17762: (expasy) D-erythrulose 4-phosphate isomerase [5.3.1.34],0,0,0,0,0,0
RXN-17772: (expasy) L-erythrulose 1-phosphate isomerase [5.3.1.33],0,0,0,0,0,0
RXN-17775: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,0
RXN-17776: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-17777: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-17778: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-17779: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,0
RXN-17780: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-17781: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-17782: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-17783: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,0
RXN-17785: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-17786: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-17787: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-17789: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-17790: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-17791: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-17793: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-17794: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-17795: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-17797: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-17798: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-17799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-17801: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3],0,0,0,0,0,0
RXN-17808: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-17809: (expasy) Cyclic pyranopterin monophosphate synthase [4.6.1.17],0,79.3064,0,0,0,0
RXN-17813: (expasy) Methanethiol S-methyltransferase [2.1.1.334],0,0,0,0,0,0
RXN-17824: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63],0,23.9667,0,0,0,0
RXN-17830: (expasy) Alpha-galactosidase [3.2.1.22],0,4.37855,0,0,0,0
RXN-17846: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],35.7285,88.1529,0,0,0,0
RXN-17847: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],35.7285,88.1529,0,0,0,0
RXN-17848: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],35.7285,88.1529,0,0,0,0
RXN-17873: (expasy) Methionyl aminopeptidase [3.4.11.18],31.944,123.312,63.4461,116.131,72.2646,0
RXN-17874: (expasy) Methionyl aminopeptidase [3.4.11.18],31.944,123.312,63.4461,116.131,72.2646,0
RXN-17875: (expasy) Methionyl aminopeptidase [3.4.11.18],31.944,123.312,63.4461,116.131,72.2646,0
RXN-17876: (expasy) Methionyl aminopeptidase [3.4.11.18],31.944,123.312,63.4461,116.131,72.2646,0
RXN-17877: (expasy) Methionyl aminopeptidase [3.4.11.18],31.944,123.312,63.4461,116.131,72.2646,0
RXN-17878: (expasy) Methionyl aminopeptidase [3.4.11.18],31.944,123.312,63.4461,116.131,72.2646,0
RXN-17884: (expasy) S-(hydroxymethyl)glutathione dehydrogenase [1.1.1.284],0,97.2431,0,38.1851,0,0
RXN-17888: (expasy) Arginyltransferase [2.3.2.8],0,0,0,0,0,0
RXN-17889: (expasy) Arginyltransferase [2.3.2.8],0,0,0,0,0,0
RXN-17890: (expasy) Arginyltransferase [2.3.2.8],0,0,0,0,0,0
RXN-17891: (expasy) Arginyltransferase [2.3.2.8],0,0,0,0,0,0
RXN-17892: (expasy) Acylaminoacyl-peptidase [3.4.19.1],0,0,0,0,0,0
RXN-17893: (expasy) Acylaminoacyl-peptidase [3.4.19.1],0,0,0,0,0,0
RXN-17898: (expasy) Aspartate/glutamate leucyltransferase [2.3.2.29],0,33.5279,0,0,0,0
RXN-17899: (expasy) Aspartate/glutamate leucyltransferase [2.3.2.29],0,33.5279,0,0,0,0
RXN-17905: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8],0,0,0,0,0,0
RXN-17951: (expasy) Glycine oxidase [1.4.3.19],0,16.5101,0,0,0,0
RXN-17954: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37],0,0,0,0,0,0
RXN-17955: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [3.6.1.63],0,0,0,0,0,0
RXN-17956: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1],0,0,0,0,0,0
RXN-17957: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37],0,0,0,0,0,0
RXN-17958: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [3.6.1.63],0,0,0,0,0,0
RXN-17959: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1],0,0,0,0,0,0
RXN-18082: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52],0,18.0043,0,0,0,0
RXN-18092: (expasy) Gamma-glutamyltransferase [2.3.2.2],26.4117,30.946,0,0,0,0
RXN-18212: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,11.1188,0,0,0,0
RXN-18229: (expasy) Nitrilase [3.5.5.1],0,0,0,0,0,0
RXN-1823: (expasy) Alpha-amylase [3.2.1.1],0,28.8412,0,0,0,0
RXN-1824: (expasy) Pullulanase [3.2.1.41],0,0,0,0,0,0
RXN-1826: (expasy) Glycogen phosphorylase [2.4.1.1],11.6233,61.6758,0,0,59.614,0
RXN-1827: (expasy) Beta-amylase [3.2.1.2],0,19.6123,0,0,0,0
RXN-1828: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,13.7462,0,0,0,0
RXN-18305: (expasy) Alpha-maltose-1-phosphate synthase [2.4.1.342],0,0,0,0,0,0
RXN-18345: (expasy) Biliverdin reductase [1.3.1.24],0,0,0,0,0,0
RXN-18357: (expasy) Dihydrofolate reductase [1.5.1.3],0,40.8853,21.3566,0,0,0
RXN-18388: (expasy) tRNA uracil 4-sulfurtransferase [2.8.1.4],0,56.5784,47.611,0,0,0
RXN-18402: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,0,0,0,0
RXN-18403: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,0,0,0,0
RXN-18405: (expasy) Glutathione transferase [2.5.1.18],0,30.7004,55.5461,0,0,0
RXN-18406: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,0,0,0,0
RXN-18407: (expasy) Glutathione transferase [2.5.1.18],0,30.7004,55.5461,0,0,0
RXN-1841: (expasy) Fructan beta-fructosidase [3.2.1.80],0,0,0,0,0,0
RXN-18435: (expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23],0,49.7662,0,0,0,0
RXN-18446: (expasy) Acetate--CoA ligase [6.2.1.1],31.8062,262.94,90.3646,291.025,111.622,74.3045
RXN-18447: (expasy) Acetate--CoA ligase [6.2.1.1],31.8062,262.94,90.3646,291.025,111.622,74.3045
RXN-18448: (expasy) Acetate--CoA ligase [6.2.1.1],31.8062,262.94,90.3646,291.025,111.622,74.3045
"RXN-18500: (expasy) 2,4-diaminopentanoate dehydrogenase [1.4.1.12]",0,20.3901,0,0,0,0
RXN-18503: (expasy) Cis-l-3-hydroxyproline dehydratase [4.2.1.171],0,0,0,0,0,0
RXN-18510: (expasy) Riboflavin kinase [2.7.1.26],21.5564,81.584,0,177.954,68.6797,0
RXN-18511: (expasy) FAD synthase [2.7.7.2],21.5564,81.584,0,122.771,68.6797,0
RXN-18585: (expasy) Isobutyryl-CoA mutase [5.4.99.13],0,0,0,0,0,0
RXN-18590: (expasy) L-threonate 2-dehydrogenase [1.1.1.411],0,0,0,0,0,0
RXN-18594: (expasy) 3-dehydrotetronate 4-kinase [2.7.1.217],0,0,0,0,0,0
RXN-18595: (expasy) 3-dehydrotetronate 4-kinase [2.7.1.217],0,0,0,0,0,0
RXN-18600: (expasy) 4-phospho-D-threonate 3-dehydrogenase [1.1.1.408],0,0,0,0,0,0
RXN-18602: (expasy) Cystathionine gamma-synthase [2.5.1.48],28.795,108.424,0,98.2061,0,0
RXN-18605: (expasy) Nitrite reductase (cytochrome; ammonia-forming) [1.7.2.2],0,36.3308,0,0,0,0
RXN-18693: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13],31.2088,67.603,0,0,0,0
RXN-18694: (expasy) Molybdopterin synthase [2.8.1.12],0,12.1904,0,0,0,0
RXN-18696: (expasy) Deaminated glutathione amidase [3.5.1.128],0,0,0,0,0,0
RXN-18751: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,76.0645,0,0,0,0
RXN-18752: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,76.0645,0,0,0,0
"RXN-18777: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,48.2606,0,0,0,0
RXN-18796: (expasy) L-cysteine S-thiosulfotransferase [2.8.5.2],0,0,0,0,0,0
RXN-18814: (expasy) S-(hydroxymethyl)mycothiol dehydrogenase [1.1.1.306],0,0,0,0,0,0
RXN-18846: (expasy) Beta-glucosidase [3.2.1.21],0,0,0,0,0,0
"RXN-18853: (expasy) 3,6-anhydro-alpha-L-galactose dehydrogenase [1.2.1.92]",0,0,0,0,0,0
RXN-18913: (expasy) Alpha-mannosidase [3.2.1.24],0,0,0,0,0,0
RXN-18933: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,0,0,0,0
RXN-18934: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,0,0,0,0
RXN-18935: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,0,0,0
RXN-18936: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,0,0,0,0
RXN-19024: (expasy) Glutathione-specific gamma-glutamylcyclotransferase [4.3.2.7],15.16,2.79982,0,0,0,0
RXN-19025: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19026: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19038: (expasy) Cystathionine beta-synthase [4.2.1.22],0,34.3871,0,0,0,0
RXN-19040: (expasy) Thiosulfate sulfurtransferase [2.8.1.1],0,0,0,0,0,0
RXN-19060: NO_NAME,0,0,0,0,0,0
RXN-19119: NO_NAME,0,0,0,0,0,0
RXN-19120: NO_NAME,0,0,0,0,0,0
RXN-19129: (expasy) Peroxidase [1.11.1.7],0,0,0,0,0,0
"RXN-19141: (expasy) 9,9'-di-cis-zeta-carotene desaturase [1.3.5.6]",0,0,0,0,0,0
"RXN-19142: (expasy) 9,9'-di-cis-zeta-carotene desaturase [1.3.5.6]",0,0,0,0,0,0
RXN-19229: (expasy) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase [2.5.1.147],0,0,0,0,0,0
"RXN-19230: (expasy) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [4.3.1.32]",0,0,0,0,0,0
RXN-19236: (expasy) Protein-glutamine gamma-glutamyltransferase [2.3.2.13],0,0,0,0,0,0
RXN-19239: (expasy) (6-4)DNA photolyase [4.1.99.13],0,11.5515,0,0,0,0
RXN-19240: (expasy) (6-4)DNA photolyase [4.1.99.13],0,11.5515,0,0,0,0
RXN-19241: (expasy) (6-4)DNA photolyase [4.1.99.13],0,11.5515,0,0,0,0
RXN-19242: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19243: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19244: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19245: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19246: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19247: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19248: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,0
RXN-19249: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,49.1085,0,0,0,0
RXN-19253: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,49.1085,0,0,0,0
RXN-19256: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,49.1085,0,0,0,0
RXN-19295: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,0,0,0,0
RXN-19296: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19297: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19298: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,0,0,0,0
RXN-19299: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,0,0,0,0
RXN-19300: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,0,0,0,0
RXN-19301: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,0,0,0,0
RXN-19302: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19303: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19304: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19305: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19306: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,0,0,0,0
RXN-19307: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19308: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19310: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-19311: (expasy) Lysophospholipase [3.1.1.5],0,43.3698,0,0,0,0
RXN-19312: (expasy) Lysophospholipase [3.1.1.5],0,43.3698,0,0,0,0
RXN-19313: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-19314: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-19315: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-19316: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,0,0,0,0
RXN-19318: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,5.58811,0,0,0,0
RXN-19319: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-19320: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-19322: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-19323: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
