Gene_Family,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36
3-NUCLEOTID-RXN: (expasy) 3'-nucleotidase [3.1.3.6],0,0,21.0666,0,0,0
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,43.2903,16.9116,0,0
3-OXOACID-COA-TRANSFERASE-RXN: (expasy) 3-oxoacid CoA-transferase [2.8.3.5],0,0,22.3853,40.1168,26.4958,0
3-OXOACYL-ACP-REDUCT-RXN: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
3-OXOACYL-ACP-SYNTH-BASE-RXN: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],20.4822,19.2594,178.411,193.665,23.7119,0
3-OXOACYL-ACP-SYNTH-RXN: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],37.0329,47.8823,255.169,247.908,240.701,0
3-OXOADIPATE-COA-TRANSFERASE-RXN: (expasy) 3-oxoadipate CoA-transferase [2.8.3.6],0,0,0,25.7804,0,0
3-OXOADIPATE-ENOL-LACTONASE-RXN: (expasy) 3-oxoadipate enol-lactonase [3.1.1.24],0,0,0,15.1112,0,0
3-OXOSTEROID-1-DEHYDROGENASE-RXN: (expasy) 3-oxosteroid 1-dehydrogenase [1.3.99.4],0,0,0,7.23831,30.7055,0
3.1.1.23-RXN: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,5.79728,0,0
3.1.1.64-RXN: (metacyc) all-trans-retinyl-palmitate hydrolase [3.1.1.1],0,0,0,25.4714,0,0
3.1.1.77-RXN: (expasy) Acyloxyacyl hydrolase [3.1.1.77],0,0,0,2.49782,0,0
3.1.1.81-RXN: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81],0,0,10.5747,19.2816,0,0
3.1.11.1-RXN: (expasy) Exodeoxyribonuclease I [3.1.11.1],0,0,0,15.5107,0,0
3.1.11.2-RXN: (expasy) Exodeoxyribonuclease III [3.1.11.2],41.0447,0,13.7466,65.1982,0,0
3.1.11.6-RXN: (expasy) Exodeoxyribonuclease VII [3.1.11.6],97.626,56.7889,74.143,242.433,62.7288,0
3.1.13.1-RXN: (expasy) Exoribonuclease II [3.1.13.1],0,0,69.3447,57.6733,0,0
3.1.13.5-RXN: (expasy) Ribonuclease D [3.1.13.5],0,0,20.3239,39.578,0,0
3.1.21.1-RXN: (expasy) Deoxyribonuclease I [3.1.21.1],0,45.615,0,0,0,0
3.1.21.2-RXN: (expasy) Deoxyribonuclease IV [3.1.21.2],0,0,25.0904,9.93845,106.319,0
3.1.21.3-RXN: (expasy) Type I site-specific deoxyribonuclease [3.1.21.3],24.5987,0,142.232,24.6177,0,0
3.1.21.4-RXN: (expasy) Type II site-specific deoxyribonuclease [3.1.21.4],0,0,0,3.81789,0,0
3.1.21.5-RXN: (expasy) Type III site-specific deoxyribonuclease [3.1.21.5],28.3511,0,0,0,0,0
3.1.21.7-RXN: (expasy) Deoxyribonuclease V [3.1.21.7],0,0,51.9062,12.3048,0,0
3.1.22.4-RXN: NO_NAME,0,0,0,8.33939,21.9374,0
3.1.26.11-RXN: (expasy) Ribonuclease Z [3.1.26.11],0,0,36.1841,80.4439,43.9541,0
3.1.26.12-RXN: (expasy) Ribonuclease E [3.1.26.12],0,0,15.7846,30.0579,0,0
3.1.26.3-RXN: (expasy) Ribonuclease III [3.1.26.3],15.4208,0,65.5664,118.214,35.3776,0
3.1.26.4-RXN: (expasy) Ribonuclease H [3.1.26.4],63.5177,25.8882,97.977,322.529,255.196,0
3.1.26.5-RXN: (expasy) Ribonuclease P [3.1.26.5],22.0094,10.8918,76.3333,76.6971,213.822,1.87176
3.1.3.16-RXN: (expasy) Protein-serine/threonine phosphatase [3.1.3.16],0,0,102.135,62.678,0,0
"3.1.3.57-RXN: (expasy) Inositol-1,4-bisphosphate 1-phosphatase [3.1.3.57]",0,0,0,0,0,0
3.1.3.69-RXN: (expasy) Glucosylglycerol 3-phosphatase [3.1.3.69],0,0,19.0644,0,0,0
3.1.3.70-RXN: (expasy) Mannosyl-3-phosphoglycerate phosphatase [3.1.3.70],0,0,0,0,36.8466,0
3.1.3.76-RXN: (expasy) Lipid-phosphate phosphatase [3.1.3.76],0,0,0,4.81853,0,0
3.1.31.1-RXN: (expasy) Micrococcal nuclease [3.1.31.1],0,0,47.443,0,41.4525,0
"3.1.4.17-RXN: (expasy) 3',5'-cyclic-nucleotide phosphodiesterase [3.1.4.17]",0,0,0,8.23892,0,0
3.1.6.12-RXN: (expasy) N-acetylgalactosamine-4-sulfatase [3.1.6.12],0,0,0,4.34855,0,0
3.1.6.13-RXN: (expasy) Iduronate-2-sulfatase [3.1.6.13],0,0,0,5.93362,0,0
3.1.6.14-RXN: (expasy) N-acetylglucosamine-6-sulfatase [3.1.6.14],0,0,0,4.14688,0,0
3.1.6.4-RXN: (expasy) N-acetylgalactosamine-6-sulfatase [3.1.6.4],0,0,0,9.81738,22.2196,0
3.11.1.2-RXN: (expasy) Phosphonoacetate hydrolase [3.11.1.2],0,0,13.697,7.83052,0,0
3.2.1.1-RXN: (expasy) Alpha-amylase [3.2.1.1],0,0,37.3569,43.5082,0,0
"3.2.1.10-RXN: (expasy) Oligo-1,6-glucosidase [3.2.1.10]",0,0,0,9.012,0,0
3.2.1.135-RXN: (expasy) Neopullulanase [3.2.1.135],0,0,0,8.51889,0,0
3.2.1.14-RXN: (expasy) Chitinase [3.2.1.14],0,0,0,0,0,0
3.2.1.141-RXN: (expasy) 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase [3.2.1.141],0,0,0,0,46.2083,0
3.2.1.17-RXN: (expasy) Lysozyme [3.2.1.17],0,0,85.2342,7.82767,0,0
3.2.1.18-RXN: (expasy) Exo-alpha-sialidase [3.2.1.18],0,0,0,13.7735,10.1066,0
3.2.1.21-RXN: (expasy) Beta-glucosidase [3.2.1.21],0,0,50.3091,32.5963,32.89,0
3.2.1.23-RXN: (expasy) Beta-galactosidase [3.2.1.23],55.696,23.5094,27.5979,15.0403,15.6201,0
3.2.1.24-RXN: (expasy) Alpha-mannosidase [3.2.1.24],0,0,6.63915,2.95122,0,0
3.2.1.25-RXN: (expasy) Beta-mannosidase [3.2.1.25],0,0,0,0,0,0
"3.2.1.3-RXN: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]",0,0,0,11.0379,0,0
3.2.1.35-RXN: (expasy) Hyaluronoglucosaminidase [3.2.1.35],0,0,0,0,0,27.5889
"3.2.1.37-RXN: (expasy) Xylan 1,4-beta-xylosidase [3.2.1.37]",0,0,0,8.27947,0,0
"3.2.1.39-RXN: (expasy) Glucan endo-1,3-beta-D-glucosidase [3.2.1.39]",0,0,0,3.89111,0,0
3.2.1.40-RXN: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,3.51465,0,0
3.2.1.49-RXN: (expasy) Alpha-N-acetylgalactosaminidase [3.2.1.49],0,0,0,8.77675,0,0
3.2.1.52-RXN: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52],0,0,35.0515,54.9305,0,0
3.2.1.68-RXN: (expasy) Isoamylase [3.2.1.68],0,0,0,7.67988,0,0
"3.2.1.70-RXN: (expasy) Glucan 1,6-alpha-glucosidase [3.2.1.70]",0,0,0,6.07382,0,0
"3.2.1.8-RXN: (expasy) Endo-1,4-beta-xylanase [3.2.1.8]",0,0,0,8.06259,0,0
3.2.1.80-RXN: (expasy) AMBIGUOUS [3.2.1.153; 3.2.1.80],0,0,0,4.15532,0,0
"3.2.1.89-RXN: (expasy) Arabinogalactan endo-beta-1,4-galactanase [3.2.1.89]",0,0,0,0,0,0
3.2.1.97-RXN: (expasy) Endo-alpha-N-acetylgalactosaminidase [3.2.1.97],0,0,0,3.11706,0,0
3.2.2.21-RXN: (expasy) DNA-3-methyladenine glycosylase II [3.2.2.21],0,0,0,17.0096,0,0
3.2.2.23-RXN: (expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23],22.5219,0,82.1276,115.769,88.3259,0
3.3.2.10-RXN: (expasy) Soluble epoxide hydrolase [3.3.2.10],0,0,0,4.81853,0,0
3.3.2.9-RXN: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,11.1403,4.98705,0,0
3.4.11.1-RXN: (expasy) AMBIGUOUS [3.4.11.1; 3.4.11.9],0,44.26,6.19329,94.2095,44.6411,0
3.4.11.10-RXN: (expasy) Bacterial leucyl aminopeptidase [3.4.11.10],0,24.2469,0,39.5951,44.6411,0
3.4.11.18-RXN: (expasy) Methionyl aminopeptidase [3.4.11.18],18.5501,18.6725,177.687,184.762,38.8972,0
3.4.11.19-RXN: (expasy) D-stereospecific aminopeptidase [3.4.11.19],0,0,14.0699,20.6422,0,0
3.4.11.2-RXN: (expasy) AMBIGUOUS [3.4.11.14; 3.4.11.2],0,0,0,28.8981,22.5081,0
3.4.11.24-RXN: (expasy) Aminopeptidase S [3.4.11.24],0,0,0,1.33132,0,0
3.4.11.4-RXN: (expasy) Tripeptide aminopeptidase [3.4.11.4],0,0,0,28.1867,0,0
3.4.11.5-RXN: (expasy) Prolyl aminopeptidase [3.4.11.5],0,0,64.7548,79.4739,0,0
3.4.11.7-RXN: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,2.68192,0,0
3.4.11.9-RXN: (expasy) Xaa-Pro aminopeptidase [3.4.11.9],0,0,29.3737,43.0748,29.0231,0
3.4.13.18-RXN: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18],0,0,0,0,0,0
3.4.13.19-RXN: (expasy) Membrane dipeptidase [3.4.13.19],0,0,0,25.346,0,0
3.4.13.21-RXN: (expasy) Dipeptidase E [3.4.13.21],0,0,0,7.35151,0,0
3.4.13.22-RXN: (expasy) D-Ala-D-Ala dipeptidase [3.4.13.22],0,0,24.9173,4.64855,30.1144,0
3.4.13.9-RXN: (expasy) Xaa-Pro dipeptidase [3.4.13.9],0,0,0,36.0104,0,0
3.4.14.11-RXN: (expasy) Xaa-Pro dipeptidyl-peptidase [3.4.14.11],0,0,0,9.76902,0,0
3.4.14.12-RXN: (expasy) Xaa-Xaa-Pro tripeptidyl-peptidase [3.4.14.12],0,0,0,0,0,0
3.4.14.4-RXN: (expasy) Dipeptidyl-peptidase III [3.4.14.4],0,0,0,15.9231,0,0
3.4.14.5-RXN: (expasy) Dipeptidyl-peptidase IV [3.4.14.5],0,0,0,3.92937,0,0
3.4.15.5-RXN: (expasy) Peptidyl-dipeptidase Dcp [3.4.15.5],0,0,7.46599,61.2369,0,0
3.4.15.6-RXN: (expasy) Cyanophycinase [3.4.15.6],0,0,27.1653,12.5309,0,0
3.4.16.4-RXN: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,0,18.7476,51.6392,0,0
3.4.17.11-RXN: (expasy) Glutamate carboxypeptidase [3.4.17.11],0,0,0,4.02444,52.8062,0
3.4.17.13-RXN: (expasy) Muramoyltetrapeptide carboxypeptidase [3.4.17.13],0,0,0,6.63544,0,0
3.4.17.19-RXN: (expasy) Carboxypeptidase Taq [3.4.17.19],0,0,21.4912,9.00376,27.4823,0
3.4.17.8-RXN: (expasy) AMBIGUOUS [3.4.16.4; 3.4.17.8],0,0,18.7476,51.6392,0,0
3.4.19.12-RXN: (expasy) Ubiquitinyl hydrolase 1 [3.4.19.12],0,0,4.52362,3.11725,0,0
3.4.19.5-RXN: (expasy) Beta-aspartyl-peptidase [3.4.19.5],0,0,13.4042,14.0356,0,0
3.4.21.102-RXN: (expasy) C-terminal processing peptidase [3.4.21.102],0,0,0,19.5884,0,0
3.4.21.107-RXN: (expasy) Peptidase Do [3.4.21.107],0,0,0,56.1139,76.4816,0
3.4.21.26-RXN: (expasy) Prolyl oligopeptidase [3.4.21.26],0,0,32.7685,24.3043,0,0
3.4.21.53-RXN: (expasy) Endopeptidase La [3.4.21.53],0,27.2682,106.229,298.575,68.1636,3.22644
3.4.21.62-RXN: (expasy) Subtilisin [3.4.21.62],0,0,0,7.23119,0,0
3.4.21.83-RXN: (expasy) Oligopeptidase B [3.4.21.83],0,0,0,35.7217,0,0
3.4.21.88-RXN: (expasy) Repressor LexA [3.4.21.88],79.5978,0,93.5596,201.874,0,0
3.4.21.89-RXN: (expasy) Signal peptidase I [3.4.21.89],0,0,300.113,99.4481,145.751,0
3.4.21.92-RXN: (expasy) Endopeptidase Clp [3.4.21.92],102.258,76.9416,323.803,389.542,175.762,3.147
3.4.22.40-RXN: (expasy) Bleomycin hydrolase [3.4.22.40],0,0,0,2.46623,0,0
3.4.23.43-RXN: (expasy) Prepilin peptidase [3.4.23.43],0,0,0,16.2897,0,0
3.4.24.13-RXN: (expasy) IgA-specific metalloendopeptidase [3.4.24.13],0,0,0,3.08113,0,0
3.4.24.3-RXN: (expasy) Microbial collagenase [3.4.24.3],0,0,9.76292,0,0,0
3.4.24.40-RXN: (expasy) Serralysin [3.4.24.40],0,0,0,4.43577,0,0
3.4.24.64-RXN: (expasy) Mitochondrial processing peptidase [3.4.24.64],0,0,0,3.67842,0,0
3.4.24.70-RXN: (expasy) Oligopeptidase A [3.4.24.70],0,0,5.4003,36.8815,0,0
3.4.24.71-RXN: (expasy) Endothelin-converting enzyme 1 [3.4.24.71],0,0,0,4.48749,0,0
3.4.24.75-RXN: (expasy) Lysostaphin [3.4.24.75],0,0,0,0,0,0
3.4.25.1-RXN: (expasy) Proteasome endopeptidase complex [3.4.25.1],0,18.0674,72.8219,28.1061,0,0
3.5.1.27-RXN: (expasy) Peptide deformylase [3.5.1.88],18.8414,47.7217,186.338,285.177,49.7552,0
3.5.1.77-RXN: (expasy) N-carbamoyl-D-amino-acid hydrolase [3.5.1.77],23.1251,0,23.4879,22.7616,0,0
3.5.1.80-RXN: (expasy) N-acetylglucosamine-6-phosphate deacetylase [3.5.1.25],0,0,20.0946,19.6889,0,0
3.5.1.81-RXN: (expasy) N-acyl-D-amino-acid deacylase [3.5.1.81],0,0,9.62256,24.0138,0,0
3.5.1.82-RXN: (expasy) N-acyl-D-glutamate deacylase [3.5.1.82],0,0,0,1.45393,46.6581,0
3.5.1.83-RXN: (expasy) N-acyl-D-aspartate deacylase [3.5.1.83],0,0,0,0,24.6252,0
3.5.1.87-RXN: (expasy) N-carbamoyl-L-amino-acid hydrolase [3.5.1.87],0,0,97.3051,13.5992,0,0
3.5.1.88-RXN: (expasy) Peptide deformylase [3.5.1.88],18.8414,47.7217,186.338,285.177,49.7552,0
3.5.1.91-RXN: (expasy) N-substituted formamide deformylase [3.5.1.91],0,0,78.5888,40.1079,0,0
3.5.1.98-RXN: (expasy) Histone deacetylase [3.5.1.98],0,0,39.472,11.5932,0,0
3.5.2.12-RXN: (expasy) 6-aminohexanoate-cyclic-dimer hydrolase [3.5.2.12],0,0,0,9.61491,30.0688,0
3.5.2.14-RXN: (expasy) N-methylhydantoinase (ATP-hydrolyzing) [3.5.2.14],0,0,32.1854,37.6362,37.4012,0
3.5.2.17-RXN: (expasy) Hydroxyisourate hydrolase [3.5.2.17],0,0,30.1301,52.2757,0,0
3.5.3.22-RXN: (expasy) Proclavaminate amidinohydrolase [3.5.3.22],0,0,7.8544,12.0171,0,0
3.5.4.22-RXN: (expasy) 1-pyrroline-4-hydroxy-2-carboxylate deaminase [3.5.4.22],0,0,0,6.51371,0,0
3.5.4.27-RXN: (expasy) Methenyltetrahydromethanopterin cyclohydrolase [3.5.4.27],0,0,0,3.56708,0,0
3.5.4.30-RXN: (expasy) dCTP deaminase (dUMP-forming) [3.5.4.30],0,0,16.0093,12.6368,0,0
3.5.5.1-RXN: (expasy) Nitrilase [3.5.5.1],0,0,0,7.76261,0,0
3.5.5.4-RXN: (expasy) Cyanoalanine nitrilase [3.5.5.4],0,0,0,0,0,0
3.5.5.7-RXN: (expasy) Aliphatic nitrilase [3.5.5.7],16.7831,0,8.13029,19.5155,0,0
3.5.99.5-RXN: (expasy) 2-aminomuconate deaminase [3.5.99.5],0,0,0,0,0,0
3.6.1.17-RXN: (expasy) Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) [3.6.1.17],0,0,20.4472,11.5019,0,0
3.6.1.41-RXN: (expasy) Bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [3.6.1.41],0,0,5.22462,13.4063,0,0
3.6.3.1-RXN: (expasy) P-type phospholipid transporter [7.6.2.1],0,0,19.7513,5.89918,0,0
3.6.3.16-RXN: (expasy) Arsenite-transporting ATPase [7.3.2.7],0,0,0,7.00449,0,0
3.6.3.28-RXN: (expasy) ABC-type phosphonate transporter [7.3.2.2],0,0,47.5928,58.5205,45.7093,0
3.6.3.35-RXN: (expasy) ABC-type Mn(2+) transporter [7.2.2.5],0,0,0,4.76985,0,0
3.6.3.41-RXN: (expasy) ABC-type heme transporter [7.6.2.5],0,0,0,10.3156,0,0
3.6.3.42-RXN: (expasy) ABC-type beta-glucan transporter [7.5.2.3],0,0,0,0,22.3713,0
3.6.3.6-RXN: (expasy) P-type H(+)-exporting transporter [7.1.2.1],0,0,0,0,0,0
3.7.1.9-RXN: (expasy) 2-hydroxymuconate-6-semialdehyde hydrolase [3.7.1.9],0,0,7.23983,10.2027,0,0
3.8.1.7-RXN: (expasy) 4-chlorobenzoyl-CoA dehalogenase [3.8.1.7],0,0,0,3.58051,0,0
"325-BISPHOSPHATE-NUCLEOTIDASE-RXN: (expasy) 3'(2'),5'-bisphosphate nucleotidase [3.1.3.7]",0,0,18.9785,57.8696,106.53,0
"3PGAREARR-RXN: (expasy) Phosphoglycerate mutase (2,3-diphosphoglycerate-independent) [5.4.2.12]",0,13.4472,73.3828,88.7431,0,0
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN: (expasy) 4-carboxymuconolactone decarboxylase [4.1.1.44],0,0,0,7.79931,0,0
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN: (expasy) 4-hydroxy-2-oxoheptanedioate aldolase [4.1.2.52],0,0,6.34388,0,9.81124,0
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN: (expasy) 4-hydroxybenzoate 3-monooxygenase [1.14.13.2],0,0,52.8953,64.3213,142.38,0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN: (expasy) 4-hydroxyphenylpyruvate dioxygenase [1.13.11.27],0,0,103.719,68.8213,0,0
4-HYDROXYPROLINE-EPIMERASE-RXN: (expasy) 4-hydroxyproline epimerase [5.1.1.8],0,0,25.6508,36.7812,0,0
4.1.1.32-RXN: (expasy) Phosphoenolpyruvate carboxykinase (GTP) [4.1.1.32],0,9.87988,113.326,121.692,80.0353,0
4.1.1.38-RXN: (expasy) Phosphoenolpyruvate carboxykinase (diphosphate) [4.1.1.38],0,0,0,4.89041,0,0
"4.1.1.64-RXN: (expasy) 2,2-dialkylglycine decarboxylase (pyruvate) [4.1.1.64]",0,0,23.4743,9.55515,47.5894,0
"4.1.1.68-RXN: (expasy) 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase [4.1.1.68]",0,0,0,0,0,0
4.1.1.75-RXN: (expasy) 5-guanidino-2-oxopentanoate decarboxylase [4.1.1.75],0,0,0,3.86731,0,0
4.1.1.76-RXN: (expasy) Arylmalonate decarboxylase [4.1.1.76],0,0,0,6.64941,0,0
4.1.1.77-RXN: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77],0,0,18.743,13.1216,41.6115,0
4.1.1.81-RXN: (expasy) Threonine-phosphate decarboxylase [4.1.1.81],0,0,35.9334,0,21.54,0
4.1.1.82-RXN: (expasy) Phosphonopyruvate decarboxylase [4.1.1.82],0,0,0,3.79609,0,0
4.1.1.83-RXN: (expasy) 4-hydroxyphenylacetate decarboxylase [4.1.1.83],0,0,0,0,0,0
4.1.1.86-RXN: (expasy) Diaminobutyrate decarboxylase [4.1.1.86],21.4836,0,14.6527,4.81407,0,0
4.1.2.20-RXN: (expasy) 2-dehydro-3-deoxyglucarate aldolase [4.1.2.20],0,0,0,0,0,0
4.1.2.29-RXN: (expasy) 5-dehydro-2-deoxyphosphogluconate aldolase [4.1.2.29],0,0,0,2.59801,0,0
4.1.3.17-RXN: (expasy) 4-hydroxy-4-methyl-2-oxoglutarate aldolase [4.1.3.17],0,0,25.159,44.7891,0,3.09597
4.1.3.26-RXN: (expasy) 3-hydroxy-3-isohexenylglutaryl-CoA lyase [4.1.3.26],0,0,0,7.12882,0,0
4.1.99.4-RXN: (expasy) 1-aminocyclopropane-1-carboxylate deaminase [3.5.99.7],28.604,0,62.7943,39.0939,68.7578,3.25429
"4.2.1.100-RXN: (expasy) Cyclohexa-1,5-dienecarbonyl-CoA hydratase [4.2.1.100]",0,0,0,5.4122,0,0
4.2.1.103-RXN: (expasy) Cyclohexyl-isocyanide hydratase [4.2.1.103],0,0,0,0,0,0
4.2.1.41-RXN: (expasy) 5-dehydro-4-deoxyglucarate dehydratase [4.2.1.41],0,0,0,0,0,0
4.2.1.43-RXN: (expasy) 2-dehydro-3-deoxy-L-arabinonate dehydratase [4.2.1.43],0,0,0,0,24.6485,0
4.2.1.58-RXN: (metacyc) (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
4.2.1.59-RXN: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
4.2.1.61-RXN: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
4.2.1.99-RXN: (expasy) 2-methylisocitrate dehydratase [4.2.1.99],0,0,16.4744,22.005,33.5141,0
4.2.2.3-RXN: (expasy) Mannuronate-specific alginate lyase [4.2.2.3],0,0,0,3.6793,0,0
4.2.3.12-RXN: (expasy) 6-pyruvoyltetrahydropterin synthase [4.2.3.12],0,17.7389,7.39826,33.0595,0,0
4.2.99.18-RXN: (expasy) DNA-(apurinic or apyrimidinic site) lyase [4.2.99.18],22.5219,0,150.475,401.409,136.215,0
4.3.1.15-RXN: (expasy) Diaminopropionate ammonia-lyase [4.3.1.15],0,0,0,0,0,0
4.3.1.16-RXN: (expasy) Threo-3-hydroxy-L-aspartate ammonia-lyase [4.3.1.16],0,0,0,3.82753,0,0
4.3.1.17-RXN: (expasy) L-serine ammonia-lyase [4.3.1.17],0,0,10.1697,33.4706,22.6104,0
4.4.1.25-RXN: (expasy) L-cysteate sulfo-lyase [4.4.1.25],0,0,21.9608,8.78055,0,0
4.99.1.3-RXN: (expasy) Sirohydrochlorin cobaltochelatase [4.99.1.3],0,0,20.3883,5.54678,0,0
"45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN: (expasy) 4,5-dihydroxyphthalate decarboxylase [4.1.1.55]",0,0,0,15.7578,0,0
4OH2OXOGLUTARALDOL-RXN: (expasy) 4-hydroxy-2-oxoglutarate aldolase [4.1.3.16],36.1549,0,20.2499,77.9087,46.3928,0
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,9.32504,0,0,0
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN: (expasy) 5-aminolevulinate synthase [2.3.1.37],0,0,104.385,140.173,126.588,8.58455
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN: (expasy) 5-dehydro-2-deoxygluconokinase [2.7.1.92],0,0,9.8088,8.86141,0,2.76693
5-FORMYL-THF-CYCLO-LIGASE-RXN: (expasy) 5-formyltetrahydrofolate cyclo-ligase [6.3.3.2],0,20.2205,54.3625,45.9314,101.732,0
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28],0,0,88.054,55.0088,0,0
5-METHYLTHIORIBOSE-KINASE-RXN: (expasy) S-methyl-5-thioribose kinase [2.7.1.100],0,40.287,31.8138,8.57208,0,0
5-NUCLEOTID-RXN: (expasy) 5'-nucleotidase [3.1.3.5],5.21118,11.8491,69.2796,139.63,92.8005,0
5-OXOPROLINASE-ATP-HYDROLYSING-RXN: (expasy) 5-oxoprolinase (ATP-hydrolyzing) [3.5.2.9],0,15.356,0,111.037,76.9095,0
5.1.2.3-RXN: (expasy) 3-hydroxybutyryl-CoA epimerase [5.1.2.3],0,0,10.5094,24.6958,0,0
5.1.3.20-RXN: (expasy) ADP-glyceromanno-heptose 6-epimerase [5.1.3.20],60.365,0,45.274,37.7623,22.4761,0
"5.1.3.23-RXN: (expasy) UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase [5.1.3.23]",0,0,6.90377,0,0,0
5.1.3.9-RXN: (expasy) N-acylglucosamine-6-phosphate 2-epimerase [5.1.3.9],0,0,55.5078,20.9828,15.5812,0
5.1.99.4-RXN: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,3.32897,0,0
5.3.1.17-RXN: (expasy) 5-dehydro-4-deoxy-D-glucuronate isomerase [5.3.1.17],0,0,25.6727,18.695,0,0
5.3.1.23-RXN: (expasy) S-methyl-5-thioribose-1-phosphate isomerase [5.3.1.23],0,0,117.83,73.6568,73.1978,0
5.3.3.10-RXN: (expasy) 5-carboxymethyl-2-hydroxymuconate Delta-isomerase [5.3.3.10],0,0,17.7794,9.72953,0,0
5.3.3.14-RXN: (expasy) Trans-2-decenoyl-[acyl-carrier-protein] isomerase [5.3.3.14],21.9011,16.2606,49.7588,86.8341,155.319,0
5.3.4.1-RXN: (expasy) Protein disulfide-isomerase [5.3.4.1],0,0,0,0,0,0
5.4.1.2-RXN: (expasy) Precorrin-8X methylmutase [5.4.99.61],0,0,95.6852,44.906,112.762,0
5.4.2.10-RXN: (expasy) Phosphoglucosamine mutase [5.4.2.10],42.8901,35.4128,175.607,190.311,0,2.44767
5.4.99.16-RXN: (expasy) Maltose alpha-D-glucosyltransferase [5.4.99.16],0,0,0,7.33849,0,0
5.4.99.17-RXN: (expasy) Squalene--hopene cyclase [5.4.99.17],0,0,0,4.6084,23.1803,0
"5.5.1.2-RXN: (expasy) 3-carboxy-cis,cis-muconate cycloisomerase [5.5.1.2]",0,0,0,0,0,0
6-CARBOXYHEXANOATE--COA-LIGASE-RXN: (expasy) 6-carboxyhexanoate--CoA ligase [6.2.1.14],0,0,0,4.36187,0,0
6-HYDROXYNICOTINATE-REDUCTASE-RXN: (expasy) 6-hydroxynicotinate reductase [1.3.7.1],0,0,0,7.86146,0,0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN: (expasy) 6-phospho-beta-galactosidase [3.2.1.85],0,0,0,2.61097,41.889,0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN: (expasy) 6-phospho-beta-glucosidase [3.2.1.86],0,0,0,10.1181,0,0
6.1.1.23-RXN: (expasy) Aspartate--tRNA(Asn) ligase [6.1.1.23],0,0,66.8194,103.79,0,0
6.1.1.24-RXN: (expasy) Glutamate--tRNA(Gln) ligase [6.1.1.24],0,0,0,6.56297,0,0
6.2.1.19-RXN: (expasy) Long-chain-fatty-acid--protein ligase [6.2.1.19],0,0,0,6.07062,0,0
6.2.1.33-RXN: (expasy) 4-chlorobenzoate--CoA ligase [6.2.1.33],0,0,0,0,0,0
6.3.1.10-RXN: (expasy) Adenosylcobinamide-phosphate synthase [6.3.1.10],0,0,0,0,0,0
