,Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36,122021_Coralina_2021_Baya_023_MCAV_S31
5756,RXN-7561: (metacyc) ornithine N-succinyltransferase [2.3.1.109],0,0,40.1915,0,0,0,10.095,0,0,0,0,0,0,0,0,0,0,0,0
5758,RXN-7563: (expasy) D-arginine dehydrogenase [1.4.99.6],0,0,0,0,0,0,7.54491,0,0,0,0,0,0,0,0,0,0,0,0
5760,RXN-7565: (expasy) Guanidinobutyrase [3.5.3.7],0,0,0,0,46.6098,8.81378,57.7992,0,0,0,0,0,0,0,0,0,0,0,0
5762,RXN-7566: (expasy) Glycine reductase [1.21.4.2],0,0,36.3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,RXN-7567: (metacyc) indole-3-acetonitrile hydratase [4.2.1.84],0,0,13.8617,0,0,0,68.2616,0,18.2626,0,0,0,0,0,0,0,0,0,0
5766,RXN-7569: (metacyc) demethylphylloquinol methyltransferase [2.1.1.329],0,0,0,0,0,20.644,3.88163,0,0,0,0,0,0,0,0,0,0,0,0
5768,RXN-7572: (expasy) L-lactate dehydrogenase [1.1.1.27],1.14024,0,0,0,0,33.932,8.23368,0,0,0,0,0,0,0,0,0,0,0,0
5771,RXN-7573: (expasy) 6-hydroxynicotinate 3-monooxygenase [1.14.13.114],0,0,0,0,0,0,0,0,29.194,0,0,0,0,0,0,0,0,0,0
5773,RXN-7607: (expasy) AMBIGUOUS [3.1.3.5; 3.1.3.99],0.864275,27.9675,150.767,5.21118,11.8491,69.2796,139.63,0,143.412,69.4223,0,55.2287,88.866,0,0,33.314,92.8005,0,0
5775,RXN-7609: (expasy) 5'-nucleotidase [3.1.3.5],0.864275,27.9675,150.767,5.21118,11.8491,69.2796,139.63,0,143.412,69.4223,0,55.2287,88.866,0,0,33.314,92.8005,0,0
5777,RXN-7637: (expasy) Nicotinate dehydrogenase [1.17.1.5],0,0,0,0,0,7.67861,16.0143,0,0,0,0,0,0,0,0,0,0,0,0
5779,RXN-7644: (metacyc) D-sorbitol 2-dehydrogenase [1.1.1.14],0,0,8.59137,0,0,32.9298,14.8074,0,0,0,0,0,0,0,0,0,20.813,0,0
5781,RXN-7657: (expasy) Alcohol dehydrogenase [1.1.1.1],0,0,249.111,27.476,13.2708,207.209,192.244,30.6156,110.465,198.796,0,23.7165,0,0,0,0,238.56,0,0
5783,"RXN-7669: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,48.2606,0,0,115.314,77.5748,0,114.241,23.9446,0,0,0,0,0,0,0,0,0
5786,RXN-7682: (expasy) Xanthine dehydrogenase [1.17.1.4],0,0,9.14144,43.2598,17.1271,15.2052,21.905,0,0,0,0,0,0,0,0,0,0,0,0
5788,RXN-7693: (expasy) Alcohol dehydrogenase [1.1.1.1],0,0,249.111,27.476,13.2708,207.209,192.244,30.6156,110.465,198.796,0,23.7165,0,0,0,0,238.56,0,0
5790,RXN-7694: (expasy) Alcohol dehydrogenase [1.1.1.1],0,0,249.111,27.476,13.2708,207.209,192.244,30.6156,110.465,198.796,0,23.7165,0,0,0,0,238.56,0,0
5792,RXN-7697: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5794,RXN-7698: (expasy) Very-long-chain 3-oxoacyl-CoA reductase [1.1.1.330],0,0,0,0,0,0,3.21047,0,0,0,0,0,0,0,0,0,0,0,0
5796,RXN-7699: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,18.1199,0,0,23.4359,0,0,0,0,0,0,0,0,0,0
5798,RXN-7700: (expasy) Alcohol dehydrogenase [1.1.1.1],0,0,249.111,27.476,13.2708,207.209,192.244,30.6156,110.465,198.796,0,23.7165,0,0,0,0,238.56,0,0
5800,RXN-7706: (expasy) Alcohol dehydrogenase [1.1.1.1],0,0,249.111,27.476,13.2708,207.209,192.244,30.6156,110.465,198.796,0,23.7165,0,0,0,0,238.56,0,0
5802,"RXN-7710: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,48.2606,0,0,115.314,77.5748,0,114.241,23.9446,0,0,0,0,0,0,0,0,0
5805,RXN-7716: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],0.882637,40.1161,344.385,33.4002,136.478,239.051,525.932,32.4084,194.186,343.273,0,142.246,113.634,232.774,0,176.897,127.542,0,211.885
5808,RXN-7719: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],0.882637,40.1161,344.385,33.4002,136.478,239.051,525.932,32.4084,194.186,343.273,0,142.246,113.634,232.774,0,176.897,127.542,0,211.885
5811,RXN-7737: (expasy) LL-diaminopimelate aminotransferase [2.6.1.83],0,0,28.3751,0,0,38.6136,30.9068,0,69.2204,0,0,0,0,86.2601,0,0,33.1518,0,0
5813,RXN-7743: (expasy) (R)-citramalate synthase [2.3.1.182],0,32.4702,15.7078,0,0,26.7208,39.9909,0,0,36.2221,0,32.226,0,0,0,0,54.4188,0,0
5815,RXN-7774: (expasy) 2-oxoglutarate decarboxylase [4.1.1.71],0.595018,48.8162,45.4168,0,0,0,18.5611,0,0,0,0,0,204.2,0,0,0,15.2586,0,102.486
5818,RXN-7784: (expasy) Dihydroflavanol 4-reductase [1.1.1.219],0.663275,19.9136,14.4259,0,0,0,0,0,0,0,0,54.4472,45.287,0,0,71.0217,0,0,0
5820,RXN-7836: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,76.0645,0,0,10.5094,15.5563,0,0,0,0,0,0,0,0,0,0,0,0
5822,RXN-7903: (expasy) Stearoyl-[acyl-carrier-protein] 9-desaturase [1.14.19.2],0,0,0,0,0,0,3.79056,0,0,0,0,0,0,0,0,0,0,0,0
5824,RXN-7904: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
5826,RXN-7919: (expasy) Hydroxyacylglutathione hydrolase [3.1.2.6],0,0,5.74385,22.1063,23.942,40.8537,77.3029,0,41.3754,0,0,0,0,0,0,0,104.266,0,0
5828,RXN-7929: (expasy) Citryl-CoA lyase [4.1.3.34],0,0,8.36624,0,0,0,3.46012,0,0,0,0,0,0,0,0,0,0,0,0
5830,RXN-7931: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,76.0645,0,0,10.5094,15.5563,0,0,0,0,0,0,0,0,0,0,0,0
5832,RXN-7933: (expasy) Acetylornithine deacetylase [3.5.1.16],0,0,44.2267,52.4091,42.7382,13.8456,63.8537,0,32.9307,78.5029,0,0,0,0,0,0,151.283,0,0
5834,RXN-8001: (expasy) Histidinol dehydrogenase [1.1.1.23],0,49.4046,120.257,80.4324,157.86,252.361,321.872,53.6915,129.547,29.232,0,0,0,0,0,0,59.5603,3.64102,0
5837,RXN-8036: (expasy) Beta-glucosidase [3.2.1.21],0,0,0,0,0,50.3091,32.5963,0,17.8841,0,0,0,0,0,0,0,32.89,0,0
5839,RXN-8052: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,11.1188,0,0,0,7.6419,0,0,0,0,0,0,0,0,0,0,0,0
5841,RXN-8054: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,11.1188,0,0,0,7.6419,0,0,0,0,0,0,0,0,0,0,0,0
5843,RXN-8080: (expasy) Coenzyme F420-0:L-glutamate ligase [6.3.2.31],0,0,0,0,0,0,4.55524,0,0,0,0,0,0,0,0,0,0,0,0
5845,RXN-8156: (expasy) Sulfide-cytochrome-c reductase (flavocytochrome c) [1.8.2.3],0,0,16.6329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5847,RXN-8166: (expasy) (NAD(P)H) [1.5.1.1],0,0,0,0,0,0,4.30136,0,0,0,0,0,0,0,0,0,0,0,0
5849,RXN-8269: (expasy) Sulfhydrogenase [1.12.98.4],0,0,0,0,0,0,5.22847,0,0,0,0,0,0,0,0,0,0,0,0
5851,"RXN-8340: (expasy) GTP 3',8-cyclase [4.1.99.22]",0,0,42.2668,0,15.2467,85.5801,89.6102,0,39.3157,0,0,0,69.9497,0,0,91.9968,71.0541,0,0
5854,RXN-8342: (expasy) Molybdopterin synthase [2.8.1.12],0,0,12.1904,23.4219,0,44.5332,26.3002,0,69.7273,0,0,0,0,0,0,0,56.8726,0,0
5856,RXN-8344: (expasy) Molybdopterin adenylyltransferase [2.7.7.75],0,0,28.5933,0,0,31.6688,10.6669,0,29.389,0,0,0,0,0,78.5326,0,22.8179,0,0
5858,RXN-8348: (expasy) Molybdopterin molybdotransferase [2.10.1.1],0,0,21.6386,0,0,0,20.8919,0,0,0,0,0,0,0,0,0,0,0,0
5860,RXN-8389: (expasy) Stearoyl-[acyl-carrier-protein] 9-desaturase [1.14.19.2],0,0,0,0,0,0,3.79056,0,0,0,0,0,0,0,0,0,0,0,0
5862,RXN-8391: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],1.52648,14.1054,155.758,20.4822,19.2594,178.411,193.665,0,142.827,157.214,0,0,0,0,0,72.1716,23.7119,0,0
5864,RXN-8457: (expasy) 2-oxoglutarate carboxylase [6.4.1.7],0,0,0,0,12.6626,0,0,30.1032,0,0,0,0,0,0,0,0,0,0,0
5866,RXN-8505: (expasy) 4-hydroxyphenylacetate 3-monooxygenase [1.14.14.9],0,0,0,0,0,0,5.41237,0,0,0,0,0,0,0,0,0,0,0,0
5868,RXN-8527: (expasy) 2-hydroxymuconate-6-semialdehyde dehydrogenase [1.2.1.85],0,0,0,0,0,0,4.6468,0,0,0,0,0,0,0,0,0,0,0,0
5870,RXN-8529: (expasy) 2-hydroxymuconate tautomerase [5.3.2.6],0,0,7.37424,0,0,0,19.0598,0,0,0,0,0,0,0,0,0,0,0,0
5872,RXN-8568: (expasy) Acryloyl-CoA reductase (NADH) [1.3.1.95],0,0,0,0,0,7.76406,6.15337,0,16.726,0,0,0,0,0,0,0,0,0,0
5874,RXN-8580: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0,5.77985,0,0,0,0,0,0,0,0,0,31.4351,0,0
5876,RXN-8581: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0,5.77985,0,0,0,0,0,0,0,0,0,31.4351,0,0
5878,RXN-8629: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],0.882637,40.1161,344.385,33.4002,136.478,239.051,525.932,32.4084,194.186,343.273,0,142.246,113.634,232.774,0,176.897,127.542,0,211.885
5881,RXN-8630: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2361,0
5883,RXN-8631: (expasy) Fructose-bisphosphate aldolase [4.1.2.13],0.77367,33.1044,298.778,68.647,238.331,204.389,294.951,0,216.379,218.481,0,0,75.4548,0,140.465,104.223,320.227,9.66839,0
5886,RXN-8635: (expasy) Peroxidase [1.11.1.7],0,0,0,14.3136,0,8.27642,7.47302,0,0,0,0,0,0,0,0,0,0,0,0
5888,RXN-864: (expasy) Succinyl-CoA:(R)-benzylsuccinate CoA-transferase [2.8.3.15],0,0,0,0,0,0,15.3393,0,0,0,0,0,0,0,0,0,0,0,0
5890,RXN-8643: (expasy) Tartrate dehydrogenase [1.1.1.93],1.97097,0,0,28.8399,24.2301,52.0823,55.8545,0,0,0,0,0,0,0,0,0,66.2079,0,0
5892,RXN-865: (expasy) (R)-benzylsuccinyl-CoA dehydrogenase [1.3.8.3],0,0,0,0,0,12.0606,31.3884,0,0,0,0,0,0,0,0,0,23.1363,0,0
5894,"RXN-8664: (expasy) Indoleamine 2,3-dioxygenase [1.13.11.52]",0,0,0,0,0,0,1.58279,0,0,0,0,0,0,0,0,0,0,0,0
5896,RXN-8665: (expasy) AMBIGUOUS [1.13.11.11; 1.13.11.52],0,0,0,0,0,0,1.58279,0,0,0,0,0,0,0,0,0,0,0,0
5898,RXN-8667: (expasy) Catalase peroxidase [1.11.1.21],4.72753,239.435,456.33,162.004,157.477,447.185,577.109,0,326.665,526.821,146.407,308.825,78.5326,0,0,208.741,250.184,3.51383,229.264
5900,RXN-8668: (expasy) Peptide-methionine (S)-S-oxide reductase [1.8.4.11],0.803595,0,122.38,59.1191,36.1418,221.041,256.101,0,221.856,100.96,0,0,0,0,0,0,174.591,0,0
5903,RXN-8670: (expasy) Pentachlorophenol monooxygenase [1.14.13.50],0,0,0,0,0,20.5171,3.45484,0,0,0,0,0,0,0,0,0,0,0,0
5905,RXN-8672: (expasy) Glycine oxidase [1.4.3.19],0,0,16.5101,0,0,4.42848,12.4154,0,0,0,0,0,0,0,0,0,0,0,0
5907,RXN-8673: (expasy) Glycine oxidase [1.4.3.19],0,0,16.5101,0,0,4.42848,12.4154,0,0,0,0,0,0,0,0,0,0,0,0
5909,RXN-8674: (expasy) Glycine oxidase [1.4.3.19],0,0,16.5101,0,0,4.42848,12.4154,0,0,0,0,0,0,0,0,0,0,0,0
5911,RXN-8739: (expasy) 4-nitrophenol 4-monooxygenase [1.14.13.167],0,0,0,0,0,0,5.24868,0,0,0,0,0,0,0,0,0,0,0,0
5913,RXN-8748: (expasy) Alkaline phosphatase [3.1.3.1],0,0,0,0,0,39.2984,45.1465,0,0,0,0,0,0,0,0,0,0,0,0
5915,RXN-8751: (expasy) Xanthine dehydrogenase [1.17.1.4],0,0,9.14144,43.2598,17.1271,15.2052,21.905,0,0,0,0,0,0,0,0,0,0,0,0
5917,RXN-8752: (expasy) Xanthine dehydrogenase [1.17.1.4],0,0,9.14144,43.2598,17.1271,15.2052,21.905,0,0,0,0,0,0,0,0,0,0,0,0
5919,RXN-8753: (expasy) Xanthine dehydrogenase [1.17.1.4],0,0,9.14144,43.2598,17.1271,15.2052,21.905,0,0,0,0,0,0,0,0,0,0,0,0
5921,RXN-8760: (expasy) Cobalt-factor II C(20)-methyltransferase [2.1.1.151],0,0,0,0,0,38.1291,15.8379,0,0,0,0,0,0,0,0,0,0,0,0
5923,RXN-8764: (expasy) Cobalt-precorrin-5B (C(1))-methyltransferase [2.1.1.195],0,0,14.8405,0,0,0,8.41987,0,0,0,0,0,0,0,0,0,0,0,0
5925,RXN-8768: (expasy) Cobalt-precorrin-8 methylmutase [5.4.99.60],0,0,0,0,0,65.5489,0,0,0,0,0,0,0,0,0,0,0,0,0
5927,"RXN-8769: (expasy) Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.11]",0,0,0,0,0,5.50553,1.77195,0,34.5032,0,0,0,0,0,0,0,0,0,0
5929,RXN-8770: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,60.851,12.2409,0,0,0,0,0,0,0,0,0,0,0,0
5931,RXN-8772: (expasy) Aldose reductase [1.1.1.21],0,0,0,0,0,0,10.0813,0,0,0,0,0,0,0,0,0,0,0,0
5933,"RXN-8775: (expasy) 2,5-dioxovalerate dehydrogenase [1.2.1.26]",0,0,0,0,0,0,13.8732,0,0,0,0,0,0,0,0,0,0,0,0
5935,RXN-8782: (expasy) L-sorbose 1-dehydrogenase [1.1.99.32],0,0,11.997,0,0,0,15.1258,0,0,0,0,0,0,0,0,0,0,0,0
5937,RXN-8783: (expasy) Gluconolactonase [3.1.1.17],0.894182,0,14.3381,24.0102,15.4331,6.73654,14.919,0,0,0,0,0,0,0,0,0,70.2031,0,0
5939,RXN-8786: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,0,0,0,6.28303,38.9262,0,0,0,0,0,0,0,0,0,20.8976,0,0
5941,RXN-8792: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,0,0,0,6.28303,38.9262,0,0,0,0,0,0,0,0,0,20.8976,0,0
5943,RXN-8807: (expasy) Succinyl-CoA:acetate CoA-transferase [2.8.3.18],0,0,0,0,0,0,8.37147,0,0,0,0,0,0,0,0,0,0,0,0
5945,"RXN-8818: (expasy) 2-aminophenol 1,6-dioxygenase [1.13.11.74]",0,0,0,0,0,0,3.26837,0,0,0,0,0,0,0,0,0,0,0,0
5947,RXN-8831: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32],0,0,0,0,0,0,11.8994,0,0,0,0,0,0,0,0,0,0,0,0
5949,"RXN-8832: (expasy) 2-aminophenol 1,6-dioxygenase [1.13.11.74]",0,0,0,0,0,0,3.26837,0,0,0,0,0,0,0,0,0,0,0,0
5951,"RXN-8836: (expasy) 2-amino-5-chlorophenol 1,6-dioxygenase [1.13.11.76]",0,0,0,0,0,0,3.26837,0,0,0,0,0,0,0,0,0,0,0,0
5953,RXN-8837: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32],0,0,0,0,0,0,11.8994,0,0,0,0,0,0,0,0,0,0,0,0
5955,RXN-8840: (expasy) 2-aminomuconate deaminase [3.5.99.5],0,0,0,0,0,0,0,0,23.9697,0,0,0,0,0,0,0,0,0,0
5957,RXN-8841: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77],0,0,10.7309,0,0,18.743,13.1216,0,0,0,0,0,0,0,0,0,41.6115,0,0
5959,RXN-8850: (expasy) Thymidylate synthase (FAD) [2.1.1.148],0,0,54.3671,41.0059,18.3218,62.5053,59.6787,0,29.9013,56.979,0,0,74.7317,112.204,0,0,251.16,0,0
5961,RXN-8851: (metacyc) a NDP-glucose glucosyl-3-phosphoglycerate synthase [2.4.1.266],0,0,21.2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5963,RXN-8872: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2361,0
5965,RXN-8890: (expasy) 4-hydroxybutanoyl-CoA dehydratase [4.2.1.120],0,0,65.586,0,0,0,1.57796,0,0,0,0,0,0,0,0,0,0,0,0
5967,RXN-8891: (expasy) Succinate-semialdehyde dehydrogenase (acetylating) [1.2.1.76],0,0,0,0,0,0,2.78712,0,0,0,0,0,0,0,0,0,0,0,0
5969,RXN-8959: (expasy) (2S)-methylsuccinyl-CoA dehydrogenase [1.3.8.12],0,0,0,0,0,16.0886,10.9754,0,0,0,0,0,0,0,0,0,0,0,0
5971,RXN-8960: (expasy) 2-methylfumaryl-CoA hydratase [4.2.1.148],0,0,0,0,0,20.8236,21.6567,0,0,0,0,0,0,0,0,0,14.7825,0,0
5973,RXN-8961: (expasy) Malyl-CoA lyase [4.1.3.24],0,0,63.0815,0,0,86.349,63.7515,0,0,0,0,0,0,0,0,0,15.8166,0,0
5975,RXN-8964: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22],1.15373,0,29.2472,0,27.6777,16.1688,2.33003,0,0,0,0,0,0,0,0,0,0,0,0
5977,RXN-8965: (expasy) 3-methylfumaryl-CoA hydratase [4.2.1.153],0,0,0,0,0,11.5135,3.39982,0,0,0,0,0,0,0,0,0,0,0,0
5979,RXN-8974: (expasy) 3-hydroxypropionate dehydrogenase (NADP(+)) [1.1.1.298],0,0,0,0,0,0,11.0091,0,0,0,0,0,0,0,0,0,0,0,0
5981,RXN-8975: (expasy) Phospho-N-acetylmuramoyl-pentapeptide-transferase [2.7.8.13],0,51.057,108.301,0,0,37.8311,156.088,40.7468,20.9458,86.436,0,75.5188,0,0,0,32.6234,107.525,0,77.2978
5984,RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227],0,0,94.348,14.5287,28.6952,78.1162,66.0168,0,72.5648,0,0,0,0,0,0,0,0,0,0
5987,RXN-8979: (expasy) 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [4.2.1.117],0,0,0,0,0,0,3.53604,0,0,0,0,0,0,0,0,0,0,0,0
5989,RXN-8988: (expasy) Succinate--CoA ligase (GDP-forming) [6.2.1.4],0,0,0,0,0,6.35887,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,RXN-8992: (expasy) All-trans-octaprenyl-diphosphate synthase [2.5.1.90],0,0,23.2782,0,0,6.69764,46.1227,0,16.0357,55.1574,0,0,0,84.7058,0,0,0,0,0
5993,RXN-8999: (expasy) diphosphate specific) [2.5.1.31],0,0,0,0,8.89105,69.6145,39.7523,0,71.8778,0,0,0,0,0,0,0,37.7557,0,0
5995,RXN-9000: (expasy) Glucuronosyltransferase [2.4.1.17],83.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.894,0
5997,RXN-9003: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,22.9897,0,0,9.32504,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,0,13.7462,0,0,0,35.8753,0,25.6872,0,0,0,0,0,0,0,0,0,0
6002,"RXN-9024: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]",0,0,16.3548,0,0,0,11.0379,0,0,0,0,0,0,0,0,0,0,0,0
6004,RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1],0,11.6233,61.6758,0,12.9916,353.102,181.914,33.4635,255.715,48.223,0,0,0,0,0,59.614,43.8277,4.77295,0
6007,RXN-9087: (expasy) Acrylyl-CoA reductase (NADPH) [1.3.1.84],0,0,0,0,0,10.9276,16.7669,0,16.3475,0,0,0,0,0,0,0,0,0,0
6009,RXN-9106: (expasy) All-trans-decaprenyl-diphosphate synthase [2.5.1.91],0,0,22.1719,0,0,11.3615,3.63872,0,18.8614,0,0,0,0,0,0,0,27.3313,0,0
6011,RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2],1.0395,26.4117,30.946,0,0,119.936,154.846,0,51.3897,65.2944,0,0,0,0,0,0,89.5479,0,0
6013,"RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,4.38381,46.5986,0,54.4093,0,0,0,0,0,0,0,26.7168,0,0
6016,RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,22.5721,164.414,0,20.0839,115.518,202.992,42.5719,32.6205,0,0,50.4024,0,0,0,55.9022,125.827,2.228,0
6019,"RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,4.38381,46.5986,0,54.4093,0,0,0,0,0,0,0,26.7168,0,0
6022,RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,22.5721,164.414,0,20.0839,115.518,202.992,42.5719,32.6205,0,0,50.4024,0,0,0,55.9022,125.827,2.228,0
6025,"RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,4.38381,46.5986,0,54.4093,0,0,0,0,0,0,0,26.7168,0,0
6028,RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,22.5721,164.414,0,20.0839,115.518,202.992,42.5719,32.6205,0,0,50.4024,0,0,0,55.9022,125.827,2.228,0
6031,RXN-9222: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,22.9897,0,0,9.32504,0,0,0,0,0,0,0,0,0,0,0,0,0
6033,RXN-9223: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,7.14342,0,0,0,12.4508,0,0,0,0,0,0,0,0,0,0,0,0
6035,RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,8.19038,0,0,10.4076,50.8104,0,14.0453,0,0,23.3158,0,0,0,0,0,0,0
6037,"RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]",2.05325,0,61.7257,0,0,37.8097,101.329,0,26.4857,50.9682,0,0,0,0,0,55.9022,48.9885,0,0
6039,RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64],0,0,24.2899,55.5451,0,10.4076,133.333,0,70.6918,0,0,23.3158,0,0,0,0,0,0,0
6041,RXN-9230: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,22.9897,0,0,9.32504,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,RXN-9231: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,7.14342,0,0,0,12.4508,0,0,0,0,0,0,0,0,0,0,0,0
6045,RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,8.19038,0,0,10.4076,50.8104,0,14.0453,0,0,23.3158,0,0,0,0,0,0,0
6047,"RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",2.05325,0,61.7257,0,0,37.8097,101.329,0,26.4857,50.9682,0,0,0,0,0,55.9022,48.9885,0,0
6049,RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64],0,0,24.2899,55.5451,0,10.4076,133.333,0,70.6918,0,0,23.3158,0,0,0,0,0,0,0
6051,RXN-9238: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,7.14342,0,0,0,12.4508,0,0,0,0,0,0,0,0,0,0,0,0
6053,RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,8.19038,0,0,10.4076,50.8104,0,14.0453,0,0,23.3158,0,0,0,0,0,0,0
6055,"RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",2.05325,0,61.7257,0,0,37.8097,101.329,0,26.4857,50.9682,0,0,0,0,0,55.9022,48.9885,0,0
6057,"RXN-9310: (expasy) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [4.2.99.20]",0,0,0,0,0,0,14.3778,0,0,0,0,0,0,0,0,0,0,0,0
6059,"RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]",0,0,25.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6061,"RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,4.38381,46.5986,0,54.4093,0,0,0,0,0,0,0,26.7168,0,0
6064,"RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,4.38381,46.5986,0,54.4093,0,0,0,0,0,0,0,26.7168,0,0
6067,"RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,4.38381,46.5986,0,54.4093,0,0,0,0,0,0,0,26.7168,0,0
6070,RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,22.5721,164.414,0,20.0839,115.518,202.992,42.5719,32.6205,0,0,50.4024,0,0,0,55.9022,125.827,2.228,0
